gender,absences,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,organization,extracurricular,origin_jhs,address,parent_status,father_edu,father_work,father_salary,mother_edu,mother_work,mother_salary,scholarship,family_size,house_status,final_score
P,2,91,81,83,77,81,88,89,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SD sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Sewa,CUKUP
P,2,84,81,81,83,82,83,88,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,1,91,81,80,79,80,88,88,82,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Sewa,CUKUP
P,1,83,82,82,87,85,88,90,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,92,82,83,84,81,86,90,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Lainnya,Cukup Tinggi,SD sederajat,Lainnya,Sangat Rendah,Ya,5,Rumah Sendiri,BAIK
P,5,83,81,82,82,84,87,89,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,4,82,82,81,84,83,86,89,88,B,tidak,ya,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,2,91,81,83,75,82,81,89,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,4,92,82,82,86,81,92,89,86,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
P,5,82,81,83,75,81,81,89,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,5,94,81,81,87,83,88,88,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Lainnya,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,0,81,81,79,75,80,87,89,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Rumah Sendiri,CUKUP
P,0,92,81,81,79,81,85,90,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,94,82,86,84,84,86,89,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,5,91,81,81,80,83,84,90,87,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Rendah,Tidak,5,Rumah Sendiri,BAIK
P,4,91,81,81,81,84,89,89,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,5,95,82,84,84,83,86,87,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Tinggi,SMA sederajat,Wiraswasta,Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,0,95,81,84,80,82,87,89,83,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Lainnya,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,1,93,81,82,79,81,84,90,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMP sederajat,Buruh,Rendah,Ya,7,Sewa,CUKUP
P,5,91,81,84,85,84,82,90,87,B,tidak,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,81,81,80,75,80,84,88,82,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Lainnya,Sangat Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Menumpang,CUKUP
P,3,94,81,81,79,82,84,90,84,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,CUKUP
P,3,90,81,84,76,79,87,91,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Lainnya,Rendah,SMP sederajat,Lainnya,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,5,83,81,82,82,84,84,90,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Tinggi,SD sederajat,Wiraswasta,Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,1,84,81,87,81,81,86,90,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,5,Sewa,BAIK
P,5,84,81,83,84,84,85,90,86,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,3,95,82,83,80,84,88,89,85,B,tidak,tidak,negeri,kota,Kawin,D3,Wiraswasta,Cukup Rendah,D3,Pedagang Kecil,Cukup Rendah,Tidak,5,Sewa,BAIK
P,4,82,81,79,79,81,84,89,83,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,3,95,81,83,82,85,88,89,84,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,3,95,82,86,89,85,89,89,87,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,4,82,81,85,87,83,91,88,86,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Menumpang,BAIK
P,4,82,81,82,77,82,86,88,79,C,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SD sederajat,Buruh,Cukup Rendah,Tidak,5,Sewa,CUKUP
P,2,91,82,83,80,81,87,89,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,7,81,81,81,77,80,85,89,80,C,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Wiraswasta,Cukup Tinggi,Tidak,4,Sewa,CUKUP
P,3,92,81,87,86,84,91,88,86,A,tidak,tidak,negeri,kota,Kawin,D3,Wiraswasta,Cukup Rendah,SMA sederajat,Wiraswasta,Cukup Tinggi,Tidak,6,Sewa,BAIK
P,3,85,81,82,82,81,88,92,81,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,5,84,82,85,83,81,87,88,83,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,82,81,82,77,80,87,88,81,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,Putus SD,Buruh,Rendah,Tidak,4,Sewa,CUKUP
P,0,95,83,85,84,81,89,89,86,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SD sederajat,Buruh,Rendah,Tidak,5,Sewa,BAIK
P,3,83,82,85,83,81,88,90,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,3,83,81,87,84,82,90,89,87,B,tidak,ya,negeri,kota,Kawin,SD sederajat,Wiraswasta,Rendah,SMP sederajat,Buruh,Rendah,Tidak,4,Sewa,BAIK
P,1,83,81,82,83,84,92,88,86,B,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,D1,Karyawan Swasta,Cukup Tinggi,Tidak,3,Menumpang,BAIK
P,3,94,82,87,93,85,92,90,87,A,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Wirausaha,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,4,90,81,82,84,81,89,88,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,1,92,83,84,88,84,90,88,88,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Buruh,Cukup Rendah,Tidak,4,Sewa,BAIK
P,0,93,81,87,85,84,89,89,86,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,2,91,81,81,83,82,87,90,83,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,4,91,81,84,84,83,89,90,84,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SMP sederajat,Lainnya,Cukup Rendah,Tidak,5,Sewa,BAIK
P,3,83,82,82,83,81,88,89,84,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,0,82,81,85,86,84,90,89,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,1,92,82,86,84,84,89,88,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Pedagang Kecil,Cukup Rendah,Tidak,5,Rumah Sendiri,BAIK
P,1,92,82,86,87,84,89,89,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,86,82,86,87,84,89,90,90,A,tidak,tidak,swasta,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,1,83,81,87,87,84,90,88,89,A,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wirausaha,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,3,95,82,83,86,82,90,88,87,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,1,94,82,84,84,82,90,89,87,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,1,90,81,81,84,81,86,89,83,B,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Buruh,Cukup Rendah,SMP sederajat,Lainnya,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,3,86,81,84,86,81,90,89,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,1,93,82,84,82,82,89,88,86,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SD sederajat,Lainnya,Cukup Rendah,Tidak,5,Menumpang,BAIK
P,3,84,81,84,83,85,91,89,89,A,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Rendah,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,1,82,82,82,86,82,88,89,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SD sederajat,Buruh,Cukup Rendah,Ya,4,Sewa,CUKUP
P,0,84,81,82,82,83,89,88,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,3,93,81,83,81,82,88,88,83,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,CUKUP
P,0,92,82,85,88,83,88,87,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,1,92,81,86,84,81,87,87,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,2,86,85,88,78,90,86,86,89,B,ya,tidak,negeri,kabupaten,Kawin,SMA sederajat,Buruh,Cukup Rendah,SD sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Sewa,BAIK
P,1,84,87,88,86,75,88,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
L,2,83,86,88,88,87,87,85,88,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,D3,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,5,89,85,89,89,84,85,86,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
P,0,89,84,90,92,87,85,86,89,A,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Menumpang,BAIK
P,4,83,85,89,88,88,86,86,87,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wiraswasta,Rendah,SD sederajat,Karyawan Swasta,Rendah,Tidak,5,Sewa,BAIK
L,3,87,82,87,77,81,84,86,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Menumpang,CUKUP
P,3,90,87,85,88,84,87,85,88,B,ya,tidak,negeri,kabupaten,Cerai Mati,Tidak sekolah,Sudah Meninggal,Tidak Berpenghasilan,S1,PNSTNIPolri,Cukup Tinggi,Tidak,5,Menumpang,BAIK
P,0,85,87,88,78,82,86,86,88,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,1,96,86,89,92,87,89,86,90,A,tidak,tidak,negeri,kota,Kawin,D1,Karyawan Swasta,Cukup Tinggi,D1,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,1,85,87,89,84,81,86,86,87,B,ya,tidak,negeri,kota,Kawin,S1,Buruh,Cukup Rendah,SMP sederajat,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
P,1,90,86,86,95,84,86,87,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,98,85,88,87,83,86,86,88,A,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,82,84,87,77,83,85,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Sangat Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Menumpang,CUKUP
P,0,96,87,90,85,84,88,86,88,A,ya,tidak,negeri,kabupaten,Kawin,SD sederajat,Pedagang Kecil,Sangat Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,4,89,86,88,78,86,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMP sederajat,Buruh,Rendah,Tidak,4,Sewa,BAIK
P,0,89,83,91,88,87,87,87,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,BAIK
P,4,85,83,88,79,87,89,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,4,89,84,88,78,83,86,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Rumah Sendiri,BAIK
L,0,97,85,87,81,86,86,86,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,1,91,85,88,87,86,86,86,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Buruh,Rendah,Tidak,3,Sewa,BAIK
P,0,90,85,88,92,85,85,86,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Buruh,Rendah,Tidak,3,Sewa,BAIK
P,5,86,86,90,80,83,89,86,89,B,tidak,tidak,negeri,kota,Kawin,S2,PNSTNIPolri,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,BAIK
P,2,86,85,87,81,84,86,86,89,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,5,84,83,85,78,83,85,86,88,B,ya,ya,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
L,4,89,86,88,81,83,86,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,0,92,87,89,90,86,86,86,89,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,80,81,86,77,81,87,84,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Rendah,SMA sederajat,Wirausaha,Rendah,Tidak,6,Sewa,CUKUP
P,5,84,87,87,79,81,86,86,88,B,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,S1,Wiraswasta,Cukup Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,1,83,84,88,79,86,86,87,89,B,tidak,tidak,swasta,kota,Cerai Mati,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,SD sederajat,Sudah Meninggal,Tidak Berpenghasilan,Ya,5,Menumpang,BAIK
P,4,90,84,88,85,85,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,2,84,84,87,77,82,84,85,86,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,5,86,85,85,78,84,83,86,86,B,tidak,tidak,negeri,kabupaten,Cerai Mati,SMA sederajat,Karyawan Swasta,Cukup Rendah,S1,Sudah Meninggal,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,87,83,87,78,87,89,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
L,2,87,87,88,82,84,86,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,D3,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
P,0,88,86,84,92,85,86,86,88,B,ya,tidak,negeri,kabupaten,Kawin,D3,Wiraswasta,Cukup Rendah,D3,Wiraswasta,Cukup Rendah,Tidak,5,Sewa,BAIK
L,5,81,86,87,79,89,87,87,90,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
L,5,84,84,91,82,90,87,84,90,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,2,82,84,89,88,89,85,89,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,85,85,91,82,90,88,92,90,A,tidak,tidak,negeri,kabupaten,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Pedagang Kecil,Sangat Rendah,Ya,5,Sewa,BAIK
P,1,83,82,89,89,88,88,92,89,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Lainnya,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,1,82,85,89,89,89,85,89,88,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,1,80,82,87,78,91,85,87,88,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Buruh,Cukup Rendah,SMP sederajat,Buruh,Rendah,Ya,4,Sewa,CUKUP
L,1,83,84,86,80,89,86,87,88,B,tidak,ya,negeri,kota,Kawin,D3,Wiraswasta,Cukup Tinggi,SMP sederajat,Wiraswasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,BAIK
L,1,85,84,89,91,89,87,89,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Rumah Sendiri,BAIK
P,0,82,83,89,94,88,87,89,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,2,81,82,88,78,88,86,84,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,0,84,86,89,92,88,87,92,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,87,83,91,83,89,85,89,89,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Pedagang Kecil,Rendah,SMP sederajat,Pedagang Kecil,Rendah,Tidak,5,Sewa,BAIK
P,1,84,86,90,80,90,87,92,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,0,88,83,91,89,90,88,89,89,A,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Pedagang Kecil,Rendah,Tidak,4,Rumah Sendiri,BAIK
P,0,86,83,89,83,88,85,84,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
L,5,85,81,90,85,88,85,89,90,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,5,Sewa,BAIK
P,3,82,84,88,81,89,82,89,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,84,83,89,93,90,86,86,88,A,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wirausaha,Cukup Rendah,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,83,84,87,84,88,87,89,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,BAIK
P,2,86,86,90,77,90,87,91,88,B,ya,tidak,negeri,kabupaten,Kawin,SMP sederajat,Wiraswasta,Rendah,SMP sederajat,Buruh,Rendah,Tidak,6,Sewa,BAIK
P,5,83,87,90,86,88,87,86,87,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
